Year,Groundwater,Temperature
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
2012,0.0,9.760655737704916
