ms_nr,bundesland,behoerde,kreis,bez,ags,latitude,longitude,pct_data_1990_2021,trend_normalized,trend_bin,trend_raw,range,p_value,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,2019_x,2020_x,2021_x,messstellen_insgesamt,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019_y,2020_y,2021_y,2012_y_binned,2013_y_binned,2014_y_binned,2015_y_binned,2016_y_binned,2017_y_binned,2018_y_binned,2019_y_binned,2020_y_binned,2021_y_binned
bb-29484282,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.06198274786746,13.67041337342798,0.9895833333333334,-0.71336132319902,leicht sinkend,-0.0069374388681105,0.972500000000004,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29490617,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.0096316995301,13.970153146337315,1.0,-0.4421797733207899,kein starker Trend,-0.0070618215417299,1.59704761904761,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29490626,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.03699560610799,13.939344565632256,1.0,-0.86187603462169,leicht sinkend,-0.0075845091046709,0.880000000000003,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29490630,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.054709803606976,13.961230487910274,1.0,-0.71628802904555,leicht sinkend,-0.0087924355565341,1.2275,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29490632,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.0482825927192,13.956148768324724,1.0,-0.6448476242665699,leicht sinkend,-0.0128808312947249,1.9975,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29490633,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.048291711453416,13.956163466147409,1.0,-0.8568130292898,leicht sinkend,-0.0139874727031561,1.6325,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29490634,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.04568011548756,13.960776327986055,1.0,-0.8617974681647701,leicht sinkend,-0.0132070461996251,1.5325,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29499502,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.02569177288455,13.886809192337536,0.9973958333333334,-0.08978618914111,kein starker Trend,-0.0012682299216182,1.41249999999999,0.0789997114083913,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29499503,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.02900502195478,13.918530266380134,0.9947916666666666,-1.718719912185,stark sinkend,-0.0208681242671129,1.21416666666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29510149,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.09498553334466,14.309136174005452,0.9557291666666666,0.25643315619884,kein starker Trend,0.0038593190007925,1.505,1.44649e-11,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29519012,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.05066569026623,14.27266799242563,1.0,0.1748639685742899,kein starker Trend,0.0024306091631826,1.39,0.0040975759944309,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29519013,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.07130850635154,14.252812234139244,1.0,-0.18142703537649,kein starker Trend,-0.0021181606380205,1.1675,1.6e-15,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29519017,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.04025668331049,14.255377678716291,0.9921875,0.1161064305739099,kein starker Trend,0.0009346567661199,0.805,0.0559464918885751,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29519020,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.05304048087774,14.245489505439645,0.9973958333333334,0.22359876870003,kein starker Trend,0.0022024478716953,0.985000000000001,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29519021,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.052098083332346,14.227513463013343,0.9921875,0.49982417115987,kein starker Trend,0.0052231625886206,1.045,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29519023,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.03260046961044,14.227638254242496,0.9973958333333334,-0.06739384231963,kein starker Trend,-0.0008036715696616,1.1925,9.322662278e-07,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29519026,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.09175332986501,14.29449405891562,0.9713541666666666,0.27401070340091,kein starker Trend,0.0039731551993132,1.45,1.89525943e-08,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29519030,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.06339713068825,14.273035551220046,1.0,-0.60696818191522,leicht sinkend,-0.0064945595464929,1.07,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29519040,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.06566562947844,14.292950478940122,1.0,0.67291049133866,leicht steigend,0.0117422880738597,1.745,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29519042,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.06480121606453,14.237404371202809,0.9921875,-0.34772017871143,kein starker Trend,-0.0043465022338929,1.25,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29519045,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.0593550169968,14.254660451825984,0.9947916666666666,-0.4903012620268,kein starker Trend,-0.0053565412876427,1.0925,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-30491504,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.97651754344294,13.98109796495324,1.0,-0.18054029887571,kein starker Trend,-0.0023605644077999,1.3075,1.49329e-11,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-30491505,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.964583898142905,13.985875157040608,1.0,0.05950756153822,kein starker Trend,0.0006411939755744,1.0775,0.122702201625319,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-30491506,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.964583898142905,13.985875157040608,1.0,0.45671735788791,kein starker Trend,0.0042931431641464,0.939999999999998,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-30491508,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.964583898142905,13.985875157040608,1.0,0.74199186133152,leicht steigend,0.0076425161717147,1.03,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-30491509,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.96607261537584,13.985453179593762,1.0,0.28161127092687,kein starker Trend,0.0029146766540931,1.035,1e-15,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-30491510,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.96754310022584,13.985001818936958,1.0,0.71092846727385,leicht steigend,0.0083356362787859,1.1725,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-30491511,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.96754310022584,13.985001818936958,1.0,0.19797567420641,kein starker Trend,0.0018560219456851,0.9375,5.5807e-12,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-30491512,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.96772184454513,13.984878508704746,1.0,0.17782299279934,kein starker Trend,0.001907151597773,1.07250000000001,5.7784634e-08,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-30491513,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.969763821574624,13.982924607330862,1.0,0.39363324720662,kein starker Trend,0.0036607891990216,0.93,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-30491514,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.969763821574624,13.982924607330862,1.0,0.2176252941893,kein starker Trend,0.0022687436919234,1.0425,7.81921e-10,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-30509090,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.97604120193719,14.1146858156344,0.9895833333333334,0.09104673277344,kein starker Trend,0.0013459741995007,1.47833333333333,0.0883164634268262,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-30509093,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.99290180962705,14.098578014853906,0.9973958333333334,-1.06745662838415,stark sinkend,-0.0076590013086562,0.717499999999998,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
