ms_nr,bundesland,behoerde,kreis,bez,ags,latitude,longitude,pct_data_1990_2021,trend_normalized,trend_bin,trend_raw,range,p_value,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,2019_x,2020_x,2021_x,messstellen_insgesamt,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019_y,2020_y,2021_y,2012_y_binned,2013_y_binned,2014_y_binned,2015_y_binned,2016_y_binned,2017_y_binned,2018_y_binned,2019_y_binned,2020_y_binned,2021_y_binned
bb-31419709,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.82687752939758,12.577653329620295,0.9973958333333334,-0.40364956858999,kein starker Trend,-0.0074271520620558,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-31419710,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.86561093870703,12.615226397187984,0.9947916666666666,-0.37217831777395,kein starker Trend,-0.0069411256264842,1.86499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-31429402,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.80195943141864,12.79855670802894,0.984375,-0.12724520672219,kein starker Trend,-0.0012724520672219,1.0,0.0002914964794726,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-31429501,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.81182003961644,12.728283316594853,0.9739583333333334,0.05602802985133,kein starker Trend,0.0006905454679177,1.2325,0.319139724991738,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-31429505,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.81182003961644,12.728283316594853,0.9739583333333334,0.01046162425064,kein starker Trend,0.0001265856534327,1.21,0.825332922240452,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-31429757,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.84530769448459,12.674586020622522,0.9973958333333334,-0.08371150883536,kein starker Trend,-0.0013917038343879,1.6625,0.0230716133949406,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-31449105,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.87394051355274,13.00215388826484,0.9973958333333334,-0.30831517490742,kein starker Trend,-0.0033143881302548,1.075,1.2e-15,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-31449108,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.87055526066094,13.021744863933998,1.0,-0.80325701066152,leicht sinkend,-0.0094382698752728,1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-32419870,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.78386372264864,12.513944302235243,1.0,0.76686006797976,leicht steigend,0.0047034084169425,0.61333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-32419874,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.77633310653,12.525346404630954,1.0,-0.32941423250962,kein starker Trend,-0.0031541412762796,0.957500000000003,3.155038786e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-32419879,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.79470663964876,12.51387464524258,1.0,0.1414031672283699,kein starker Trend,0.0018276359364267,1.2925,3.80064567081e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-32419880,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.79470663964876,12.51387464524258,0.9895833333333334,-0.20044266512947,kein starker Trend,-0.0043846832997072,2.1875,9.13e-14,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-32429403,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.77950911289478,12.830355147528666,0.984375,-0.4117172701533699,kein starker Trend,-0.0058566781679316,1.4225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-32429404,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.77950911289478,12.830355147528666,0.984375,-0.41818390235833,kein starker Trend,-0.006000938998842,1.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-32429503,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,52.77604342324577,12.76573285403239,1.0,-0.0482945857013,kein starker Trend,-0.0009272560454651,1.92,0.0036736512429095,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-27450129,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.22993329295161,13.165365297567003,0.96875,0.28093319193353,kein starker Trend,0.0020718822905098,0.737500000000004,6.6e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28430012,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.16390807468059,12.98677928799394,0.96875,0.3092271286861699,kein starker Trend,0.0054733201777452,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28430013,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.1573096192384,12.9958833192411,0.9635416666666666,1.0446050660675898,stark steigend,0.0078345379955069,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28430018,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.1128477482633,12.989868243791811,0.9817708333333334,1.40839412710752,stark steigend,0.0070419706355375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28430020,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.11473351860887,12.992395288430696,0.96875,1.18468649769778,stark steigend,0.0073450562857262,0.619999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28430021,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.11210464074938,12.991651139567828,0.9765625,1.53763402298358,stark steigend,0.0078419335172162,0.509999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28430024,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.11800783624238,12.989298693710008,0.9505208333333334,1.20481970483566,stark steigend,0.0077108461109482,0.640000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440001,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.14171207628944,13.033706411950204,0.96875,1.08877627855539,stark steigend,0.005661636648488,0.520000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440003,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.1356528242584,13.044104437518786,0.9635416666666666,-0.42413369377678,kein starker Trend,-0.003817203243991,0.899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440004,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.164885992569324,13.04602153102956,0.9817708333333334,0.7352295598166401,leicht steigend,0.0037496707550648,0.509999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440005,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.161004813706725,13.057731207030342,0.9791666666666666,-0.8933073473269301,leicht sinkend,-0.0070571280438827,0.789999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440006,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.15907113652358,13.07262718302071,0.9583333333333334,-1.11896966610318,stark sinkend,-0.0111896966610318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440007,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.1587539396513,13.098189802352806,0.9739583333333334,-1.53541735580206,stark sinkend,-0.0225706351302904,1.47000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440008,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.17376028917193,13.037852196196535,0.9791666666666666,0.48769522717649,kein starker Trend,0.0039991008628472,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440011,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.15937386353964,13.017686377469268,0.9609375,1.26512456950004,stark steigend,0.0075907474170002,0.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440015,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.134708741578535,13.012618061648196,0.9765625,1.19473552424293,stark steigend,0.0084826222221248,0.710000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440016,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.12680338606686,13.023266545525498,0.9791666666666666,0.91771695404453,leicht steigend,0.0076170507185696,0.829999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440025,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.15645733274188,13.043562499037709,0.9817708333333334,0.97738211127769,leicht steigend,0.0052778634008995,0.539999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440026,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.173732812482726,13.01989732509324,0.9609375,2.59379521956939,stark steigend,0.0246410545859091,0.949999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440027,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.1681653774813,13.019764714280354,0.9609375,1.20254250636728,stark steigend,0.0090190687977546,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440028,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.16608056618783,13.052535009159254,0.9791666666666666,-0.24219435611951,kein starker Trend,-0.0018648965421202,0.769999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440029,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.16718381444298,13.060638838039845,0.96875,-1.26583812111723,stark sinkend,-0.0107596240294965,0.850000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440032,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.147646281842135,13.04409770540789,0.9817708333333334,0.8625564992589599,leicht steigend,0.0049165720457761,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440033,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.14787720403568,13.042831039363968,0.9817708333333334,1.01289488355875,stark steigend,0.0057735008362849,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440034,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.16021522630225,13.045740087215776,0.96875,0.7999076264731101,leicht steigend,0.0040795288950128,0.509999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440035,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.14253497352685,13.09313490221477,0.9661458333333334,-1.6539708778994098,stark sinkend,-0.0297714758021895,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440038,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.13650644840236,13.043527438009953,0.96875,-0.30262985551928,kein starker Trend,-0.0032078764685044,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440040,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.14171207628944,13.033706411950204,0.9713541666666666,1.0826374185981,stark steigend,0.0061710332860091,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440041,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.12595015627625,13.078220134657215,0.9791666666666666,-0.98958815004955,leicht sinkend,-0.0114792225405748,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440042,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.12595015627625,13.078220134657215,0.96875,-1.22314286192163,stark sinkend,-0.0178578857840557,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440090,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.17133168175926,13.037783481845992,0.9635416666666666,0.73780160499347,leicht steigend,0.0047219302719582,0.640000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440091,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.17133168175926,13.037783481845992,0.96875,0.95276414424311,leicht steigend,0.0058118612798829,0.609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28440092,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.17133168175926,13.037783481845992,0.96875,0.90141300224104,leicht steigend,0.0062197497154632,0.689999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28441301,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.170151224474765,13.128088478078547,1.0,-0.59212445116766,leicht sinkend,-0.006756139987823,1.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28441303,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.19364995392348,13.044009871754117,1.0,-1.31421600616406,stark sinkend,-0.0098566200462304,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-28453495,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.12116390803347,13.24324540405038,0.9921875,-0.04202080547328,kein starker Trend,-0.0005604129572958,1.3336559139785,0.304769680415426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-29463383,Brandenburg,bb,Oberhavel,Landkreis,12065.0,53.011990223387286,13.352373469444352,0.9895833333333334,1.25206916146272,stark steigend,0.0190314512542333,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-30453790,Brandenburg,bb,Oberhavel,Landkreis,12065.0,52.97606812634883,13.326900934134525,1.0,0.46600808529316,kein starker Trend,0.0146326538782053,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-30464252,Brandenburg,bb,Oberhavel,Landkreis,12065.0,52.94296507578639,13.384733586317012,0.9661458333333334,0.4029371526820199,kein starker Trend,0.0043215009625147,1.07250000000001,8.379e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
bb-31445100,Brandenburg,bb,Oberhavel,Landkreis,12065.0,52.88632137837953,13.157271011018013,1.0,0.0594080578439,kein starker Trend,0.0004039747933385,0.68,0.143730409620951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3.0,84,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425,low,low,medium,medium,medium,medium,medium,medium,medium,medium
