ms_nr,bundesland,behoerde,kreis,bez,ags,latitude,longitude,pct_data_1990_2021,breakpoint_drop,trend_normalized,trend_bin,trend_raw,range,p_value,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,2019_x,2020_x,2021_x,messstellen_insgesamt,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019_y,2020_y,2021_y
bb-28510981,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.19305318110656,14.32206464242378,0.9973958333333334,,0.55601465967201,leicht steigend,0.0050319326700317,0.905,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-28510982,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.1736719740185,14.294168276002871,0.9739583333333334,,-0.287922111119,kein starker Trend,-0.0023688559497065,0.822741935483871,4.59e-14,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-28511201,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.11684690128996,14.293650015456754,0.9947916666666666,,-0.47634801797985,kein starker Trend,-0.0040370494523792,0.8475,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-28511204,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.11985837165358,14.307422509603798,0.9817708333333334,,-0.25342463696125,kein starker Trend,-0.0034148969830529,1.3475,1.08e-14,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-28511207,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.1226724782667,14.326295760714974,0.9791666666666666,,-1.18799165005563,stark sinkend,-0.0132461068981203,1.115,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-28511229,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.14769635792784,14.16546639383955,0.9765625,,-0.44254469763382,kein starker Trend,-0.0064058344982495,1.4475,6.03e-14,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-28511230,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.1032690833225,14.31766678857193,0.9713541666666666,,0.60644325975958,leicht steigend,0.0093998705262735,1.55,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-28519035,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.09874352551351,14.307657123602793,0.9713541666666666,,0.0558666706263999,kein starker Trend,0.0007583900537534,1.3575,0.274080245901317,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-28521218,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.139945993361245,14.34489178291447,0.9765625,,-0.88403842895027,leicht sinkend,-0.0152938648208397,1.73,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-28521228,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.15882040090496,14.336184208327255,0.9713541666666666,,-0.31186302160514,kein starker Trend,-0.0020271096404334,0.65,2.27e-14,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29472968,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.998341835516015,13.528436099822516,0.96875,,0.12884642233902,kein starker Trend,0.0016299072425886,1.265,2.442e-13,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29484282,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.06198274786746,13.67041337342798,0.9895833333333334,,-0.71336132319902,leicht sinkend,-0.0069374388681105,0.972500000000004,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29490617,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.0096316995301,13.970153146337315,1.0,,-0.4421797733207899,kein starker Trend,-0.0070618215417299,1.59704761904761,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29490626,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.03699560610799,13.939344565632256,1.0,,-0.86187603462169,leicht sinkend,-0.0075845091046709,0.880000000000003,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29490630,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.054709803606976,13.961230487910274,1.0,,-0.71628802904555,leicht sinkend,-0.0087924355565341,1.2275,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29490632,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.0482825927192,13.956148768324724,1.0,,-0.6448476242665699,leicht sinkend,-0.0128808312947249,1.9975,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29490633,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.048291711453416,13.956163466147409,1.0,,-0.8568130292898,leicht sinkend,-0.0139874727031561,1.6325,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29490634,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.04568011548756,13.960776327986055,1.0,,-0.8617974681647701,leicht sinkend,-0.0132070461996251,1.5325,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29499502,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.02569177288455,13.886809192337536,0.9973958333333334,,-0.08978618914111,kein starker Trend,-0.0012682299216182,1.41249999999999,0.0789997114083913,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29499503,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.02900502195478,13.918530266380134,0.9947916666666666,,-1.718719912185,stark sinkend,-0.0208681242671129,1.21416666666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29510149,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.09498553334466,14.309136174005452,0.9557291666666666,,0.25643315619884,kein starker Trend,0.0038593190007925,1.505,1.44649e-11,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29519012,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.05066569026623,14.27266799242563,1.0,,0.1748639685742899,kein starker Trend,0.0024306091631826,1.39,0.0040975759944309,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29519013,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.07130850635154,14.252812234139244,1.0,,-0.18142703537649,kein starker Trend,-0.0021181606380205,1.1675,1.6e-15,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29519017,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.04025668331049,14.255377678716291,0.9921875,,0.1161064305739099,kein starker Trend,0.0009346567661199,0.805,0.0559464918885751,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29519020,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.05304048087774,14.245489505439645,0.9973958333333334,,0.22359876870003,kein starker Trend,0.0022024478716953,0.985000000000001,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29519021,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.052098083332346,14.227513463013343,0.9921875,,0.49982417115987,kein starker Trend,0.0052231625886206,1.045,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29519023,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.03260046961044,14.227638254242496,0.9973958333333334,,-0.06739384231963,kein starker Trend,-0.0008036715696616,1.1925,9.322662278e-07,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29519026,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.09175332986501,14.29449405891562,0.9713541666666666,,0.27401070340091,kein starker Trend,0.0039731551993132,1.45,1.89525943e-08,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29519030,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.06339713068825,14.273035551220046,1.0,,-0.60696818191522,leicht sinkend,-0.0064945595464929,1.07,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29519040,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.06566562947844,14.292950478940122,1.0,,0.67291049133866,leicht steigend,0.0117422880738597,1.745,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29519042,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.06480121606453,14.237404371202809,0.9921875,,-0.34772017871143,kein starker Trend,-0.0043465022338929,1.25,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-29519045,Brandenburg,bb,Uckermark,Landkreis,12073.0,53.0593550169968,14.254660451825984,0.9947916666666666,,-0.4903012620268,kein starker Trend,-0.0053565412876427,1.0925,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-30491504,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.97651754344294,13.98109796495324,1.0,,-0.18054029887571,kein starker Trend,-0.0023605644077999,1.3075,1.49329e-11,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-30491505,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.964583898142905,13.985875157040608,1.0,,0.05950756153822,kein starker Trend,0.0006411939755744,1.0775,0.122702201625319,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-30491506,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.964583898142905,13.985875157040608,1.0,,0.45671735788791,kein starker Trend,0.0042931431641464,0.939999999999998,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-30491508,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.964583898142905,13.985875157040608,1.0,,0.74199186133152,leicht steigend,0.0076425161717147,1.03,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-30491509,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.96607261537584,13.985453179593762,1.0,,0.28161127092687,kein starker Trend,0.0029146766540931,1.035,1e-15,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-30491510,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.96754310022584,13.985001818936958,1.0,,0.71092846727385,leicht steigend,0.0083356362787859,1.1725,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-30491511,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.96754310022584,13.985001818936958,1.0,,0.19797567420641,kein starker Trend,0.0018560219456851,0.9375,5.5807e-12,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-30491512,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.96772184454513,13.984878508704746,1.0,,0.17782299279934,kein starker Trend,0.001907151597773,1.07250000000001,5.7784634e-08,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-30491513,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.969763821574624,13.982924607330862,1.0,,0.39363324720662,kein starker Trend,0.0036607891990216,0.93,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-30491514,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.969763821574624,13.982924607330862,1.0,,0.2176252941893,kein starker Trend,0.0022687436919234,1.0425,7.81921e-10,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-30509090,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.97604120193719,14.1146858156344,0.9895833333333334,,0.09104673277344,kein starker Trend,0.0013459741995007,1.47833333333333,0.0883164634268262,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-30509093,Brandenburg,bb,Uckermark,Landkreis,12073.0,52.99290180962705,14.098578014853906,0.9973958333333334,,-1.06745662838415,stark sinkend,-0.0076590013086562,0.717499999999998,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,17.0,6.0,54,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-27400050,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,53.29113527199997,12.390456542289426,0.9921875,,-0.65896867364784,leicht sinkend,-0.0094891489005288,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-27400058,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,53.20066450939036,12.402966612928251,0.9869791666666666,,-0.37931104409749,kein starker Trend,-0.0053293201695697,1.40499999999999,5.949784e-10,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-27400059,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,53.25654367744409,12.388785179157525,1.0,,-0.44176004640323,kein starker Trend,-0.003412596358465,0.772500000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-27400064,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,53.26962371733776,12.375148729856503,0.9947916666666666,,0.15954535330968,kein starker Trend,0.0039527361282473,2.47750000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-27400243,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,53.26962371733776,12.375148729856503,1.0,,-0.10998246928411,kein starker Trend,-0.001550752816906,1.41,2.57323589e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-27400244,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,53.26962371733776,12.375148729856503,1.0,,-0.10475264997086,kein starker Trend,-0.0014822499970877,1.41500000000002,4.131197962e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-27410202,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,53.2187197531464,12.507758211635814,0.9973958333333334,,0.25454260612727,kein starker Trend,0.0039390468298196,1.5475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-27410224,Brandenburg,bb,Ostprignitz-Ruppin,Landkreis,12068.0,53.20895400945537,12.510721602108974,0.9973958333333334,,0.35825251004193,kein starker Trend,0.0047647583835576,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,13.0,82,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
