ms_nr,bundesland,behoerde,kreis,bez,ags,latitude,longitude,pct_data_1990_2021,breakpoint_drop,trend_normalized,trend_bin,trend_raw,range,p_value,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,2019_x,2020_x,2021_x,messstellen_insgesamt,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019_y,2020_y,2021_y
bb-36406300,Brandenburg,bb,Brandenburg an der Havel,Kreisfreie Stadt,12051.0,52.36479825041384,12.422585707767212,0.9947916666666666,,0.4147745380288,kein starker Trend,0.0050602493639514,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,10,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36406301,Brandenburg,bb,Brandenburg an der Havel,Kreisfreie Stadt,12051.0,52.36479825041384,12.422585707767212,0.9947916666666666,,0.51437432871887,leicht steigend,0.0051823213618426,1.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,10,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36412060,Brandenburg,bb,Brandenburg an der Havel,Kreisfreie Stadt,12051.0,52.37567189713545,12.576438392973577,0.9973958333333334,,-0.68990732288261,leicht sinkend,-0.0067093487150334,0.9725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,10,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36412061,Brandenburg,bb,Brandenburg an der Havel,Kreisfreie Stadt,12051.0,52.37567189713545,12.576438392973577,0.9973958333333334,,-0.6894452345069,leicht sinkend,-0.0067048549055796,0.9725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,10,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36412062,Brandenburg,bb,Brandenburg an der Havel,Kreisfreie Stadt,12051.0,52.37567189713545,12.576438392973577,0.9869791666666666,,-0.6853590713090201,leicht sinkend,-0.0059797578971712,0.872499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,10,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35432326,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.409464739416286,12.983779351602964,0.9791666666666666,,-0.13182084873616,kein starker Trend,-0.0022936827680092,1.74,3.7580104228e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35432590,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.47343725896687,12.953217434723706,0.9817708333333334,,-0.08721103492836,kein starker Trend,-0.0012559842546933,1.44016666666667,0.0159103918760484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35442200,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.4037831742334,13.05904491533409,0.9609375,,-0.45130048398245,kein starker Trend,-0.0037232289928552,0.824999999999999,1.8e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35442203,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.39982185456898,13.059836202863728,1.0,,-0.60858630970439,leicht sinkend,-0.0067096640644909,1.1025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35442250,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.408965069020944,13.027705720936984,1.0,,-0.894575125441,leicht sinkend,-0.0156550646952176,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35442251,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.408965069020944,13.027705720936984,1.0,,-0.4999413525697199,kein starker Trend,-0.0053893677807016,1.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35442253,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.40483745063017,13.0417388732085,0.9973958333333334,,-1.08196374526071,stark sinkend,-0.0113606193252375,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35442254,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.40426830314078,13.024827937881696,0.9947916666666666,,-0.38178611558321,kein starker Trend,-0.0050395767256984,1.32,2.337e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35442256,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.40683505482954,13.028844624151333,0.9739583333333334,,-0.60168926849518,leicht sinkend,-0.0212667071949623,3.53449999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35442304,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.43633959842622,13.041460311535031,0.9895833333333334,,2.16378706959383,stark steigend,0.113663734765764,5.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35442305,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.43633959842622,13.041460311535031,0.9895833333333334,,-0.33614941212075,kein starker Trend,-0.003588394974389,1.0675,9.698e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35442309,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.44159624942526,13.02342325282954,1.0,,-0.45852319972749,kein starker Trend,-0.0059034861964915,1.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35442310,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.44159624942526,13.02342325282954,1.0,,-0.38146079034129,kein starker Trend,-0.0048064059583003,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36441970,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.372628358619615,13.095596116556752,0.9973958333333334,,-0.64509667015463,leicht sinkend,-0.0070154262879316,1.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36441971,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.372628358619615,13.095596116556752,0.9973958333333334,,-0.6876370485119899,leicht sinkend,-0.0070654706734607,1.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36441972,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.372628358619615,13.095596116556752,0.9973958333333334,,-0.6613341607820901,leicht sinkend,-0.00664640831586,1.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36441976,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.371681350297365,13.12861705847962,0.9583333333333334,,0.26032563756529,kein starker Trend,0.0029156471407312,1.12,1.131423746e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36442210,Brandenburg,bb,Potsdam,Kreisfreie Stadt,12054.0,52.39833440505394,13.055227028717178,0.9713541666666666,,-0.37528972697504,kein starker Trend,-0.0032650206246829,0.870000000000001,1.68167e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35480939,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.47312725449813,13.698687258554822,0.9661458333333334,,-1.50641021007024,stark sinkend,-0.0464350947254151,3.0825,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35481611,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.40376284916607,13.762337390709217,0.9791666666666666,,-0.5929583782261401,leicht sinkend,-0.0073230359710928,1.235,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35481952,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.48642113010639,13.71150561142094,0.9895833333333334,,-1.10737841338316,stark sinkend,-0.0262448683971808,2.37,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-35501662,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.43081310975607,14.018807985066504,1.0,,-0.7740316550091,leicht sinkend,-0.0189444247563479,2.4475,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36480941,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.371128835523486,13.810783921820944,0.9973958333333334,,-0.11552804444898,kein starker Trend,-0.0016433864322868,1.42250000000001,0.0001698623981225,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36491640,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.334544485644926,13.883535719351125,0.9765625,,-0.4176825791354799,kein starker Trend,-0.0045631821770552,1.0925,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36500580,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.35541588812696,14.01757138291127,1.0,,-0.9271668635894,leicht sinkend,-0.0118213775107649,1.275,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36511628,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.39771975765699,14.172970444492378,0.9973958333333334,,-0.65637289971964,leicht sinkend,-0.0153755351759326,2.3425,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36520280,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.33227003095556,14.351885571899134,0.9895833333333334,,-0.26605166626188,kein starker Trend,-0.0060327215324882,2.2675,2.9195369662e-06,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-36521678,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.325799096953645,14.387710135771025,1.0,,-0.27583891636091,kein starker Trend,-0.0059719125392138,2.165,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37491644,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.29375105376136,13.98601738344111,1.0,,-1.5418816551811,stark sinkend,-0.0329191733381165,2.135,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37501761,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.22340251566964,14.013167562452734,0.9921875,,-0.98533067812023,leicht sinkend,-0.0136960964258713,1.39,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37501762,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.22340251566964,14.013167562452734,0.9921875,,-0.9047352487966,leicht sinkend,-0.0063557651227961,0.702500000000001,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37501764,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.22340251566964,14.013167562452734,0.9921875,,-0.93518967808772,leicht sinkend,-0.0067333656822316,0.719999999999999,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37501769,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.23186202324357,14.05143200930327,0.9973958333333334,,0.12968198462678,kein starker Trend,0.0010147615297046,0.782499999999999,0.0037958366795219,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37511766,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.274400785417605,14.272236085023614,0.9583333333333334,,-0.42648741040029,kein starker Trend,-0.0070263800863449,1.6475,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37511767,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.274400785417605,14.272236085023614,0.9583333333333334,,-0.25132804293681,kein starker Trend,-0.0033803621775,1.345,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37511772,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.27303819726688,14.19790756698389,0.9973958333333334,,-2.59762440676317,stark sinkend,-0.0389643661014476,1.5,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37511774,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.27303759997084,14.197819640453222,0.984375,,-1.73812072446113,stark sinkend,-0.0215092439652066,1.2375,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37520272,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.235596725538215,14.47769296041661,0.9895833333333334,,0.18625349692956,kein starker Trend,0.0016874326494725,0.90598709677419,3.994660908e-07,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37520274,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.26144641966916,14.37612780427404,1.0,,-0.27488923864886,kein starker Trend,-0.0009208789494736,0.334999999999994,3.88048990507e-05,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37529003,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.24371076127291,14.435679813714277,0.9973958333333334,,-0.52764104039077,leicht sinkend,-0.0033505206064814,0.634999999999998,3e-15,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37529010,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.24269211919052,14.45035341440014,0.9661458333333334,,-0.7848460471058,leicht sinkend,-0.0054939223297405,0.699999999999996,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37529019,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.2338505685437,14.405083562885205,1.0,,-0.0114029589519,kein starker Trend,-0.0001299937320517,1.14,0.841377578321213,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37530181,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.25963197801774,14.550565933335989,1.0,,-1.98357230742384,stark sinkend,-0.0362993732258562,1.83,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37530182,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.25910389968945,14.553560152628306,1.0,,-2.07055211783333,stark sinkend,-0.0421874994008542,2.0375,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37530262,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.26016341965995,14.6551004643978,1.0,,-0.12644298017939,kein starker Trend,-0.0027438126698927,2.17,0.0938649216057626,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37530420,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.19888139674772,14.613889799531073,0.9973958333333334,,0.8293846192898601,leicht steigend,0.0093927808134576,1.1325,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37532731,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.20679876431437,14.623962631437122,1.0,,0.2299153566772399,kein starker Trend,0.0023508845220248,1.0225,7.12560571e-08,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37532733,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.23845475640819,14.604657233778305,0.9973958333333334,,0.30769116345631,kein starker Trend,0.0037461399150806,1.2175,2.33146e-11,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37532735,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.247107909688886,14.622406209110569,0.9947916666666666,,0.26853481364581,kein starker Trend,0.0031821375417029,1.185,7.259271e-10,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37532740,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.25152877457758,14.641793043581265,0.9947916666666666,,0.22216003664458,kein starker Trend,0.0022549243719425,1.015,0.0010587721418803,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37539026,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.26605221586772,14.585215539893229,0.9947916666666666,,-0.06234257700402,kein starker Trend,-0.0012866468850679,2.06383333333333,0.38120608788111,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37539029,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.25688232652824,14.640196951717716,1.0,,0.01704601208351,kein starker Trend,0.0003046974659927,1.7875,0.787745807106663,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37539033,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.21696681170412,14.62102246020945,1.0,,0.6448775295929999,leicht steigend,0.0069807992578443,1.0825,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37539034,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.22838908560362,14.639563496806964,0.9973958333333334,,0.33743940719434,kein starker Trend,0.0038198140894399,1.132,1.50974e-11,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37539048,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.23504118656636,14.597526924614131,0.9973958333333334,,0.30031692354201,kein starker Trend,0.0025451859270185,0.8475,7.5941346896e-06,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37539423,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.257068614078655,14.582105499996535,1.0,,0.15756711613225,kein starker Trend,0.0045195501143934,2.86833333333333,0.000107412939093,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
bb-37539424,Brandenburg,bb,Oder-Spree,Landkreis,12067.0,52.25464945924517,14.56450440620858,1.0,,-2.27416710640026,stark sinkend,-0.0367277987683642,1.615,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,9.0,12.0,27.0,88,9.760655737704916,9.50082191780822,11.02931506849315,10.641643835616438,10.405737704918034,10.373424657534247,11.40082191780822,11.47972602739726,11.403005464480874,10.055342465753425
